query,actual_output,expected_output,correctness_score,pass,reason
Cơ sở chính của HCMUT ở đâu?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', '![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,']","268 Lý Thường Kiệt, Phường 14, Quận 10, TP.HCM, Việt Nam.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Địa chỉ trụ sở chính HCMUT là gì?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', 'quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:']","268 Lý Thường Kiệt, P.14, Q.10, TP.HCM, Việt Nam.",,False,"Metrics: Correctness (GEval) (score: 0.07330436169778684, threshold: 0.5, strict: False, error: None) failed."
Cơ sở chính HCMUT nằm ở địa chỉ nào?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', '![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,']","268 Lý Thường Kiệt, Phường 14, Quận 10, TP. Hồ Chí Minh.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Trụ sở chính của HCMUT tọa lạc ở đâu?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', '[![](https://conferences.hcmut.edu.vn/img/favicon.png?t=71162610) HCMUT](https://conferences.hcmut.edu.vn/)\n  * [Trang chủ ](https://conferences.hcmut.edu.vn/)\n  * [Hội nghị khoa học sắp diễn ra ](https://conferences.hcmut.edu.vn/upcoming-conferences)\n  * [Hội nghị khoa học đã diễn ra ](https://conferences.hcmut.edu.vn/past-conferences)\n  * [Hội nghị khoa học trên thế giới ](https://conferences.hcmut.edu.vn/news)\n\n\n[](https://conferences.hcmut.edu.vn/)![](https://conferences.hcmut.edu.vn/img/flag/en.png)\n[](https://conferences.hcmut.edu.vn/ICRD)\n## Không có tin tức\n## Liên hệ\n[](https://www.google.com/maps/@10.7744962,106.6606518,16z)\n#### Thông tin liên hệ\n  * [+84-28 3864 7256 (ext. 5398, 7398)](tel:+84-28%203864%207256%20\\(ext.%205398,%207398\\))\n  * khcn@hcmut.edu.vn\n  * [268 Lý Thường Kiệt, Phường 14, Quận 10, TP. Hồ Chí Minh](https://www.google.com/maps/@10.7744962,106.6606518,16z)\n\n\n#### Đăng ký để nhận tin mới\nĐăng ký\n#### Trường Đại học Bách Khoa, ĐH Quốc gia TP.HCM\nCập nhât những thông tin mới nhất\n[![HCMUT](https://conferences.hcmut.edu.vn/img/favicon.png?t=71162610)](https://conferences.hcmut.edu.vn/)\nBản quyền']","268 Lý Thường Kiệt, P.14, Q.10, Thành phố Hồ Chí Minh.",,False,"Metrics: Correctness (GEval) (score: 0.16646605878982376, threshold: 0.5, strict: False, error: None) failed."
Địa chỉ chính thức của HCMUT là gì?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', '![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,']","268 Lý Thường Kiệt, Phường 14, Quận 10, TP.HCM.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
HCMUT có chương trình quốc tế nào?,"['[![](https://conferences.hcmut.edu.vn/img/favicon.png?t=71162610) HCMUT](https://conferences.hcmut.edu.vn/)\n  * [Trang chủ ](https://conferences.hcmut.edu.vn/)\n  * [Hội nghị khoa học sắp diễn ra ](https://conferences.hcmut.edu.vn/upcoming-conferences)\n  * [Hội nghị khoa học đã diễn ra ](https://conferences.hcmut.edu.vn/past-conferences)\n  * [Hội nghị khoa học trên thế giới ](https://conferences.hcmut.edu.vn/news)\n\n\n[](https://conferences.hcmut.edu.vn/)![](https://conferences.hcmut.edu.vn/img/flag/en.png)\n[](https://conferences.hcmut.edu.vn/ICRD)\n## Không có tin tức\n## Liên hệ\n[](https://www.google.com/maps/@10.7744962,106.6606518,16z)\n#### Thông tin liên hệ\n  * [+84-28 3864 7256 (ext. 5398, 7398)](tel:+84-28%203864%207256%20\\(ext.%205398,%207398\\))\n  * khcn@hcmut.edu.vn\n  * [268 Lý Thường Kiệt, Phường 14, Quận 10, TP. Hồ Chí Minh](https://www.google.com/maps/@10.7744962,106.6606518,16z)\n\n\n#### Đăng ký để nhận tin mới\nĐăng ký\n#### Trường Đại học Bách Khoa, ĐH Quốc gia TP.HCM\nCập nhât những thông tin mới nhất\n[![HCMUT](https://conferences.hcmut.edu.vn/img/favicon.png?t=71162610)](https://conferences.hcmut.edu.vn/)\nBản quyền', 'this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)']","OISP cung cấp chương trình tiếng Anh, định hướng Nhật Bản, chuyển tiếp Úc, Mỹ, New Zealand, Nhật Bản.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Các chương trình quốc tế tại HCMUT là gì?,"['[![](https://conferences.hcmut.edu.vn/img/favicon.png?t=71162610) HCMUT](https://conferences.hcmut.edu.vn/)\n  * [Trang chủ ](https://conferences.hcmut.edu.vn/)\n  * [Hội nghị khoa học sắp diễn ra ](https://conferences.hcmut.edu.vn/upcoming-conferences)\n  * [Hội nghị khoa học đã diễn ra ](https://conferences.hcmut.edu.vn/past-conferences)\n  * [Hội nghị khoa học trên thế giới ](https://conferences.hcmut.edu.vn/news)\n\n\n[](https://conferences.hcmut.edu.vn/)![](https://conferences.hcmut.edu.vn/img/flag/en.png)\n[](https://conferences.hcmut.edu.vn/ICRD)\n## Không có tin tức\n## Liên hệ\n[](https://www.google.com/maps/@10.7744962,106.6606518,16z)\n#### Thông tin liên hệ\n  * [+84-28 3864 7256 (ext. 5398, 7398)](tel:+84-28%203864%207256%20\\(ext.%205398,%207398\\))\n  * khcn@hcmut.edu.vn\n  * [268 Lý Thường Kiệt, Phường 14, Quận 10, TP. Hồ Chí Minh](https://www.google.com/maps/@10.7744962,106.6606518,16z)\n\n\n#### Đăng ký để nhận tin mới\nĐăng ký\n#### Trường Đại học Bách Khoa, ĐH Quốc gia TP.HCM\nCập nhât những thông tin mới nhất\n[![HCMUT](https://conferences.hcmut.edu.vn/img/favicon.png?t=71162610)](https://conferences.hcmut.edu.vn/)\nBản quyền', '[![ssc](https://ssc.hcmut.edu.vn/img/header.png)](https://ssc.hcmut.edu.vn/)![menu](https://ssc.hcmut.edu.vn/img/sandwich.png)\n  * [HCMUT](https://hcmut.edu.vn/)\n  * [SSC](https://ssc.hcmut.edu.vn/)\n  * [TIN TỨC](https://ssc.hcmut.edu.vn/news)\n[Cẩm nang 2024](https://ssc.hcmut.edu.vn/cam-nang-2024)[Lịch sự kiện](https://ssc.hcmut.edu.vn/lichsukien)[Tin tổng hợp](https://ssc.hcmut.edu.vn/Tin-tong-hop)[Hỗ trợ học tập](https://ssc.hcmut.edu.vn/ho-tro-hoc-tap)[Học bổng - Giải thưởng](https://ssc.hcmut.edu.vn/hoc-bong-giai-thuong)[Hoạt động ngoại khóa - Kỹ năng](https://ssc.hcmut.edu.vn/hoat-dong-ngoai-khoa)\n  * [SỰ KIỆN](https://ssc.hcmut.edu.vn/event)\n[Ngày hội việc làm - Bách khoa Career Fair](https://ssc.hcmut.edu.vn/bachkhoacareerfair)[Sàn Thực tập và Việc làm](https://ssc.hcmut.edu.vn/santhuctapvavieclam)[Hội thảo - Giao lưu Doanh nghiệp & Sinh viên](https://ssc.hcmut.edu.vn/giaoluudnvasv)[Tham quan Nhà máy](https://ssc.hcmut.edu.vn/thamquannhamay)\n  * [VIỆC LÀM](https://ssc.hcmut.edu.vn/job)\n[Bản tin Doanh nghiệp](https://ssc.hcmut.edu.vn/Ban-tin-Doanh-Nghiep)[Bản tin Tuyển dụng Online](https://ssc.hcmut.edu.vn/ban-tin-tuyen-dung-online)[Bản tin việc làm bán thời gian & Thực tập](https://ssc.hcmut.edu.vn/ban-tin-viec-lam-ban-thoi-gian)[Cơ hội việc làm tại Nhật Bản](https://ssc.hcmut.edu.vn/jobs-in-japan)\n  * [LIÊN HỆ](https://ssc.hcmut.edu.vn/lien-he)\n\n\n![](https://ssc.hcmut.edu.vn/img/close.png)\n### SSC\n  * [HCMUT](https://hcmut.edu.vn/)\n  * [SSC](https://ssc.hcmut.edu.vn/)\n  * [TIN TỨC](https://ssc.hcmut.edu.vn/lien-he#submenus1) [Tất cả](https://ssc.hcmut.edu.vn/news)[Cẩm nang 2024](https://ssc.hcmut.edu.vn/cam-nang-2024)[Lịch']","OISP có chương trình giảng dạy bằng tiếng Anh, định hướng Nhật Bản, chuyển tiếp sang Úc, Mỹ, Nhật Bản.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
HCMUT cung cấp chương trình quốc tế nào?,"['![BK](https://hcmut.edu.vn/auth/images/bk_logo.png)\n# Central Authentication Service\n## Enter your Username and Password\nUsername\nPassword\nWarn me before logging me into other sites.\n  * [Change password?](https://account.hcmut.edu.vn/)\n\n\n### Languages\n  * [Vietnamese](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=vi)\n  * [English ](https://hcmut.edu.vn/auth/login?service=https://hcmut.edu.vn/auth/cas/result&locale=en)\n\n\n### Please note\nThe Login page enables single sign-on to multiple websites at HCMUT. This means that you only have to enter your user name and password once for websites that subscribe to the Login page. \nYou will need to use your HCMUT Username and password to login to this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons,', 'this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)']","OISP tổ chức chương trình tiếng Anh, định hướng Nhật Bản, chuyển tiếp Úc, Mỹ, New Zealand.",,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Chương trình quốc tế của HCMUT bao gồm gì?,"['[![](https://conferences.hcmut.edu.vn/img/favicon.png?t=71162610) HCMUT](https://conferences.hcmut.edu.vn/)\n  * [Trang chủ ](https://conferences.hcmut.edu.vn/)\n  * [Hội nghị khoa học sắp diễn ra ](https://conferences.hcmut.edu.vn/upcoming-conferences)\n  * [Hội nghị khoa học đã diễn ra ](https://conferences.hcmut.edu.vn/past-conferences)\n  * [Hội nghị khoa học trên thế giới ](https://conferences.hcmut.edu.vn/news)\n\n\n[](https://conferences.hcmut.edu.vn/)![](https://conferences.hcmut.edu.vn/img/flag/en.png)\n[](https://conferences.hcmut.edu.vn/ICRD)\n## Không có tin tức\n## Liên hệ\n[](https://www.google.com/maps/@10.7744962,106.6606518,16z)\n#### Thông tin liên hệ\n  * [+84-28 3864 7256 (ext. 5398, 7398)](tel:+84-28%203864%207256%20\\(ext.%205398,%207398\\))\n  * khcn@hcmut.edu.vn\n  * [268 Lý Thường Kiệt, Phường 14, Quận 10, TP. Hồ Chí Minh](https://www.google.com/maps/@10.7744962,106.6606518,16z)\n\n\n#### Đăng ký để nhận tin mới\nĐăng ký\n#### Trường Đại học Bách Khoa, ĐH Quốc gia TP.HCM\nCập nhât những thông tin mới nhất\n[![HCMUT](https://conferences.hcmut.edu.vn/img/favicon.png?t=71162610)](https://conferences.hcmut.edu.vn/)\nBản quyền', 'this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)']","OISP cung cấp chương trình giảng dạy tiếng Anh, định hướng Nhật Bản, chuyển tiếp quốc tế.",,False,"Metrics: Correctness (GEval) (score: 0.003732688734412946, threshold: 0.5, strict: False, error: None) failed."
Các khóa học quốc tế tại HCMUT là gì?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', '[Học bổng](https://oisp.hcmut.edu.vn/tuyen-sinh/hoc-bong)\n  * [Chương trình đào tạo](https://oisp.hcmut.edu.vn/chuong-trinh-dao-tao)\n    * [Bậc Đại học](https://oisp.hcmut.edu.vn/dai-hoc)\n      * [Chương trình Dạy và học bằng tiếng Anh](https://oisp.hcmut.edu.vn/chuong-trinh-chat-luong-cao)\n      * [Chương trình Tiên tiến: Kỹ thuật Điện – Điện tử](https://oisp.hcmut.edu.vn/chuong-trinh-tien-tien-ky-thuat-dien-dien-tu)\n      * [Chương trình Chuyển tiếp Quốc tế (Úc/Mỹ/NZ)](https://oisp.hcmut.edu.vn/chuong-trinh-chuyen-tiep-quoc-te)\n      * [Chương trình Chuyển tiếp Quốc tế (Nhật Bản)](https://oisp.hcmut.edu.vn/chuong-trinh-tang-cuong-tieng-nhat)\n      * [Chương trình Định hướng Nhật Bản](https://oisp.hcmut.edu.vn/chuong-trinh-chat-luong-cao-tieng-nhat)\n    * [Bậc Sau Đại học](https://oisp.hcmut.edu.vn/sau-dai-hoc)\n      * [Chương trình Thạc sỹ Quản trị Kinh doanh MBA-MCI](https://oisp.hcmut.edu.vn/chuong-trinh-thac-si-qtkd-emba-mci)\n      * [Chương trình Thạc sỹ Quốc tế](https://oisp.hcmut.edu.vn/chuong-trinh-thac-si-ky-thuat-chat-luong-cao)\n  * [Trường đối tác](https://oisp.hcmut.edu.vn/cac-truong-doi-tac)\n    * [Úc](https://oisp.hcmut.edu.vn/)\n      * [Đại học Adelaide](https://oisp.hcmut.edu.vn/cac-truong-doi-tac/dai-hoc-adelaide-uc)\n      * [Đại học Queensland](https://oisp.hcmut.edu.vn/cac-truong-doi-tac/dai-hoc-queensland-uc)\n      * [Đại học Griffith](https://oisp.hcmut.edu.vn/cac-truong-doi-tac/dai-hoc-griffith-uc)\n      * [Đại học Công nghệ']","OISP có chương trình tiếng Anh, định hướng Nhật Bản, chuyển tiếp Úc, Mỹ, Nhật Bản.",,False,"Metrics: Correctness (GEval) (score: 0.1933778857514558, threshold: 0.5, strict: False, error: None) failed."
Cách xin học bổng tại HCMUT là gì?,"['quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:', 'this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)']",Xem mục Tuyển sinh trên hcmut.edu.vn hoặc liên hệ OISP qua admission@oisp.edu.vn.,,False,"Metrics: Correctness (GEval) (score: 0.0, threshold: 0.5, strict: False, error: None) failed."
Làm sao để nhận học bổng ở HCMUT?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', 'quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:']",Tìm thông tin học bổng trên hcmut.edu.vn hoặc email OISP tại admission@oisp.edu.vn.,,False,"Metrics: Correctness (GEval) (score: 0.0075858182632810535, threshold: 0.5, strict: False, error: None) failed."
Hướng dẫn xin học bổng tại HCMUT?,"['this site. The ""HCMUT"" account provides access to many resources including the HCMUT Information System, e-mail, ... \nFor security reasons, please Exit your web browser when you are done accessing services that require authentication!\n### Technical support\n  * E-mail: support@hcmut.edu.vn\n  * Tel: (84-8) 38647256 - 5200 \n\n\n[](http://www.hcmut.edu.vn ""go to HCMUT home page"")\nCopyright © 2011 - 2012 Ho Chi Minh University of Technology. All rights reserved.\nPowered by [Jasig CAS 3.5.1](http://www.jasig.org/cas)', 'quan ảo](https://hcmut.edu.vn/virtual-tour)\n  * Xem thêm\n    * [SINH VIÊN](https://hcmut.edu.vn/student-page)\n    * [GIẢNG VIÊN VÀ CÁN BỘ](https://hcmut.edu.vn/user)\n    * [CỰU SINH VIÊN](https://bka.hcmut.edu.vn/)\n    * [LIÊN HỆ](https://hcmut.edu.vn/contact)\n  * [](https://hcmut.edu.vn/user)![](https://hcmut.edu.vn/img/flag/en.png?t=2)\n\n\n### Bạn cần phải đăng nhập để thực hiện quá trình này\n[![HCMUT Logo](https://hcmut.edu.vn/img/bk.png) Đăng nhập với tài khoản HCMUT](https://hcmut.edu.vn/auth/cas?route=/user)\n[Hoặc đăng nhập với tài khoản khác](https://hcmut.edu.vn/user)\nEmail\nMật khẩu\nĐăng nhập\n[Quên mật khẩu?](https://hcmut.edu.vn/user)\n* * *\n* * *\n![logo](https://hcmut.edu.vn/img/logo.jpg?t=26899198)\nĐẠI HỌC QUỐC GIA THÀNH PHỐ HỒ CHÍ MINH\nTRƯỜNG ĐẠI HỌC BÁCH KHOA\nCơ sở Lý Thường Kiệt: 268 Lý Thường Kiệt, Phường 14, Quận 10, TP. HCM[ (Bản đồ)](https://www.google.com/maps/place/Ho+Chi+Minh+City+University+of+Technology/@10.7771353,106.6600527,16.23z/data=!4m12!1m6!3m5!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!2sHo+Chi+Minh+City+University+of+Technology!8m2!3d10.7733743!4d106.6606193!3m4!1s0x31752ec3c161a3fb:0xef77cd47a1cc691e!8m2!3d10.7733743!4d106.6606193)\nCơ sở Dĩ An:']","Xem mục Tuyển sinh trên hcmut.edu.vn, liên hệ OISP qua admission@oisp.edu.vn.",,False,"Metrics: Correctness (GEval) (score: 0.03166578116707551, threshold: 0.5, strict: False, error: None) failed."
