model,query,response,ground_truth,precision@2,recall@2,mrr,bleu,rouge_l,semantic_similarity,response_time,factual_accuracy
DeepSeek,Yêu cầu về chứng chỉ ngoại ngữ cho sinh viên HCMUT là gì?,"Theo thông tin từ trang web của HCMUT, yêu cầu về chứng chỉ ngoại ngữ cho sinh viên được quy định chi tiết trong **[Bảng tổng hợp quy định các chuẩn (Áp dụng từ HK223 ngày 01/03/2023)](https://mybk.hcmut.edu.vn/bksi/public/vi/article/80)**. Bạn có thể truy cập liên kết này để xem yêu cầu cụ thể theo chương trình đào tạo của mình.  

Nếu cần hỗ trợ thêm, bạn có thể liên hệ Phòng Đào tạo qua email hoặc số điện thoại được cung cấp trên trang web.","Sinh viên cần nộp chứng chỉ ngoại ngữ (TOEIC, IELTS,...) qua MyBK, theo quy định trong mục Quy chế học tập trên trang web HCMUT.",0.0,0,0,0.04161422198226675,0.25149700598802394,0.6598008275032043,11.40409410000575,
OpenAI,Yêu cầu về chứng chỉ ngoại ngữ cho sinh viên HCMUT là gì?,"Yêu cầu về chứng chỉ ngoại ngữ cho sinh viên HCMUT thường bao gồm việc đạt được một trình độ nhất định trong các kỳ thi như TOEIC, IELTS hoặc các chứng chỉ tương đương. Cụ thể, sinh viên cần tham khảo quy định chi tiết trên trang web của HCMUT hoặc liên hệ với phòng đào tạo để biết thêm thông tin.","Sinh viên cần nộp chứng chỉ ngoại ngữ (TOEIC, IELTS,...) qua MyBK, theo quy định trong mục Quy chế học tập trên trang web HCMUT.",0.0,0,0,0.11555483749381848,0.28800000000000003,0.7342029213905334,1.7340117000057944,
Grok,Cách yêu cầu bảng điểm chính thức từ HCMUT?,"Để yêu cầu bảng điểm chính thức từ HCMUT, hãy làm theo các bước sau:

1. **Đăng nhập tài khoản HCMUT**: Truy cập trang [đăng nhập](https://hcmut.edu.vn/auth/cas?route=/user) và sử dụng tài khoản của bạn để truy cập hệ thống thông tin.

2. **Vào phần dành cho sinh viên**: Sau khi đăng nhập, chuyển đến trang [Sinh viên](https://hcmut.edu.vn/student-page) và tìm kiếm phần yêu cầu bảng điểm (thường nằm trong mục học vụ hoặc hồ sơ sinh viên).

3. **Thực hiện yêu cầu**: Theo hướng dẫn trên trang để nộp đơn yêu cầu. Nếu cần tài liệu bổ sung, hãy chuẩn bị các giấy tờ cần thiết như CMND hoặc lý lịch sinh viên.

Nếu gặp vấn đề, hãy liên hệ hỗ trợ kỹ thuật tại:
- Email: support@hcmut.edu.vn
- Điện thoại: (84-8) 38647256 - 5200

Lưu ý: Vì lý do bảo mật, hãy đăng xuất và đóng trình duyệt sau khi hoàn tất.","Đăng nhập MyBK, vào mục Dịch vụ Học tập và nộp đơn yêu cầu bảng điểm.",0.0,0,0,0.02703318893071453,0.14705882352941177,0.5558197498321533,12.446451200004958,
DeepSeek,Cách yêu cầu bảng điểm chính thức từ HCMUT?,"Để yêu cầu bảng điểm chính thức từ HCMUT, bạn có thể làm theo các bước sau:

1. **Đăng nhập vào hệ thống**:  
   - Truy cập [HCMUT Information System](https://hcmut.edu.vn/auth/cas?route=/user) và đăng nhập bằng tài khoản HCMUT của bạn.  
   - Nếu quên mật khẩu, nhấp vào [Quên mật khẩu?](https://hcmut.edu.vn/user) để khôi phục.  

2. **Truy cập mục bảng điểm**:  
   - Sau khi đăng nhập, tìm mục liên quan đến **kết quả học tập** hoặc **bảng điểm** (thường nằm trong phần ""Sinh viên"").  

3. **Yêu cầu bảng điểm chính thức**:  
   - Chọn tùy chọn in hoặc gửi yêu cầu bảng điểm chính thức (có thể mất phí nếu cần bản cứng).  

4. **Liên hệ hỗ trợ nếu cần**:  
   - Nếu gặp khó khăn, liên hệ Phòng Đào tạo hoặc bộ phận hỗ trợ qua:  
     - Email: **support@hcmut.edu.vn**  
     - Điện thoại: **(84-8) 38647256 - 5200**.  

Lưu ý: Bảng điểm chính thức thường cần xác nhận từ nhà trường và có dấu/chữ ký.","Đăng nhập MyBK, vào mục Dịch vụ Học tập và nộp đơn yêu cầu bảng điểm.",0.0,0,0,0.009427533447969025,0.15331010452961671,0.5406639575958252,20.52383870000631,
OpenAI,Cách yêu cầu bảng điểm chính thức từ HCMUT?,"Để yêu cầu bảng điểm chính thức từ HCMUT, bạn cần đăng nhập vào hệ thống thông tin của trường bằng tài khoản HCMUT. Sau khi đăng nhập, tìm mục liên quan đến bảng điểm hoặc hồ sơ sinh viên để thực hiện yêu cầu. Nếu gặp khó khăn, bạn có thể liên hệ với bộ phận hỗ trợ qua email support@hcmut.edu.vn hoặc gọi số (84-8) 38647256 - 5200.","Đăng nhập MyBK, vào mục Dịch vụ Học tập và nộp đơn yêu cầu bảng điểm.",0.0,0,0,0.027454228966863812,0.2518518518518519,0.5194637179374695,4.007674400003452,
Grok,Địa chỉ của cơ sở chính HCMUT là gì?,"Cơ sở chính của HCMUT (Đại học Bách khoa Thành phố Hồ Chí Minh) nằm tại địa chỉ: 268 Lý Thường Kiệt, Quận 10, Thành phố Hồ Chí Minh, Việt Nam. Nếu bạn cần thêm thông tin, hãy truy cập trang chủ tại [hcmut.edu.vn](http://www.hcmut.edu.vn).","Cơ sở chính nằm tại 268 Lý Thường Kiệt, Phường 14, Quận 10, Thành phố Hồ Chí Minh, Việt Nam.",0.0,0,0,0.3171096916810564,0.5200000000000001,0.6121035218238831,6.7871350000059465,
DeepSeek,Địa chỉ của cơ sở chính HCMUT là gì?,"Địa chỉ cơ sở chính của Trường Đại học Bách khoa TP.HCM (HCMUT) là:  
**268 Lý Thường Kiệt, Phường 14, Quận 10, TP.Hồ Chí Minh.**  

Bạn có thể xem thêm thông tin chi tiết trên trang web chính thức: [http://www.hcmut.edu.vn](http://www.hcmut.edu.vn).","Cơ sở chính nằm tại 268 Lý Thường Kiệt, Phường 14, Quận 10, Thành phố Hồ Chí Minh, Việt Nam.",0.0,0,0,0.20620880037368214,0.4375,0.5920789241790771,8.724057600004016,
OpenAI,Địa chỉ của cơ sở chính HCMUT là gì?,"Địa chỉ của cơ sở chính Trường Đại học Bách Khoa TP.HCM (HCMUT) là 268 Lê Thánh Tôn, Quận 1, TP.HCM, Việt Nam.","Cơ sở chính nằm tại 268 Lý Thường Kiệt, Phường 14, Quận 10, Thành phố Hồ Chí Minh, Việt Nam.",0.0,0,0,0.19387062199609137,0.4444444444444445,0.5845741629600525,1.6893292000022484,
Grok,Chương trình quốc tế nào được cung cấp bởi HCMUT?,"HCMUT (Đại học Bách Khoa TP. Hồ Chí Minh) cung cấp các chương trình quốc tế chủ yếu liên quan đến hội nghị khoa học, chẳng hạn như ""Hội nghị khoa học trên thế giới"" qua trang conferences.hcmut.edu.vn. Để biết chi tiết về các chương trình học quốc tế (như chương trình bằng cấp quốc tế hoặc trao đổi), bạn nên đăng nhập vào hệ thống thông tin của trường hoặc truy cập trang chính thức tại hcmut.edu.vn và kiểm tra phần đào tạo. Nếu cần hỗ trợ, liên hệ qua email khcn@hcmut.edu.vn.","Văn phòng Chương trình Quốc tế (OISP) cung cấp các chương trình giảng dạy bằng tiếng Anh, chương trình định hướng Nhật Bản và chuyển tiếp sang Úc, Mỹ, New Zealand, Nhật Bản.",0.0,0,0,0.0742976978754079,0.28431372549019607,0.32357364892959595,15.270716600003652,
DeepSeek,Chương trình quốc tế nào được cung cấp bởi HCMUT?,"HCMUT (Đại học Bách Khoa TP.HCM) cung cấp nhiều chương trình quốc tế, bao gồm:  

1. **Chương trình liên kết quốc tế** (ví dụ: PFIEV với Pháp, Chương trình Việt-Pháp, Việt-Nhật, Việt-Đức).  
2. **Chương trình đào tạo bằng tiếng Anh** (như Kỹ thuật Cơ khí, Điện-Điện tử, Công nghệ Thông tin).  
3. **Trao đổi sinh viên** (Erasmus+, AIMS, SEED) với các trường đối tác ở châu Âu, Nhật Bản, Hàn Quốc.  

Bạn có thể xem chi tiết tại [trang chính thức của HCMUT](https://hcmut.edu.vn) hoặc liên hệ Phòng Hợp tác Quốc tế.","Văn phòng Chương trình Quốc tế (OISP) cung cấp các chương trình giảng dạy bằng tiếng Anh, chương trình định hướng Nhật Bản và chuyển tiếp sang Úc, Mỹ, New Zealand, Nhật Bản.",0.0,0,0,0.05926728734351782,0.2980769230769231,0.4735933542251587,15.370111099997303,
OpenAI,Chương trình quốc tế nào được cung cấp bởi HCMUT?,"Trường Đại học Bách Khoa (HCMUT) cung cấp nhiều chương trình quốc tế, bao gồm các chương trình đào tạo liên kết với các trường đại học danh tiếng trên thế giới, như chương trình cử nhân và thạc sĩ bằng tiếng Anh. Bạn có thể tìm hiểu thêm chi tiết trên trang web chính thức của trường.","Văn phòng Chương trình Quốc tế (OISP) cung cấp các chương trình giảng dạy bằng tiếng Anh, chương trình định hướng Nhật Bản và chuyển tiếp sang Úc, Mỹ, New Zealand, Nhật Bản.",0.0,0,0,0.1262330107426142,0.38410596026490057,0.4355887174606323,2.300591600003827,
Grok,Làm thế nào để xin học bổng tại HCMUT?,"Để xin học bổng tại HCMUT (Đại học Bách khoa TP. Hồ Chí Minh), bạn cần thực hiện các bước sau:

1. **Đăng nhập tài khoản HCMUT**: Truy cập trang [https://hcmut.edu.vn/student-page] và đăng nhập bằng tài khoản học sinh/sinh viên của bạn. Nếu chưa có tài khoản, hãy liên hệ với bộ phận hỗ trợ để được hướng dẫn.

2. **Kiểm tra phần học bổng**: Sau khi đăng nhập, tìm kiếm phần liên quan đến học bổng trên trang sinh viên (có thể ở mục ""Học bổng"" hoặc ""Thông báo""). HCMUT thường công bố thông tin và hướng dẫn nộp đơn tại đây.

3. **Chuẩn bị hồ sơ**: Đảm bảo bạn có đầy đủ giấy tờ cần thiết như bảng điểm, thư giới thiệu, và các yêu cầu khác theo quy định của trường.

Nếu bạn gặp khó khăn, hãy liên hệ hỗ trợ kỹ thuật qua email: support@hcmut.edu.vn hoặc số điện thoại: (84-8) 38647256 - 5200.

Nếu cần thêm chi tiết, hãy cung cấp thông tin cụ thể hơn!",Xem mục Tuyển sinh trên hcmut.edu.vn để biết về học bổng dựa trên thành tích hoặc liên hệ OISP qua admission@oisp.edu.vn để biết học bổng chương trình quốc tế.,0.0,0,0,0.005670613597028221,0.17610062893081763,0.5728938579559326,15.351270399994974,
DeepSeek,Làm thế nào để xin học bổng tại HCMUT?,"Để xin học bổng tại HCMUT, bạn có thể làm theo các bước sau:

1. **Truy cập trang web chính thức**:  
   - Vào [trang sinh viên](https://hcmut.edu.vn/student-page) hoặc mục ""Học bổng"" trên website HCMUT để xem thông tin chi tiết về các loại học bổng hiện có.

2. **Kiểm tra điều kiện**:  
   - Mỗi học bổng có yêu cầu riêng (điểm GPA, hoạt động ngoại khóa, hoàn cảnh gia đình, v.v.). Đảm bảo bạn đáp ứng đủ điều kiện trước khi nộp hồ sơ.

3. **Chuẩn bị hồ sơ**:  
   - Thường bao gồm: đơn đăng ký, bảng điểm, giấy giới thiệu, và các giấy tờ khác tùy yêu cầu.

4. **Nộp hồ sơ**:  
   - Theo dõi thời hạn và nộp hồ sơ trực tuyến qua hệ thống của trường hoặc nộp trực tiếp tại phòng Công tác Sinh viên.

5. **Liên hệ hỗ trợ**:  
   - Nếu cần giúp, liên hệ qua email **support@hcmut.edu.vn** hoặc số điện thoại **(84-8) 38647256 - 5200**.

Lưu ý: Đăng nhập tài khoản HCMUT để truy cập đầy đủ thông tin và nộp hồ sơ trực tuyến (nếu áp dụng).",Xem mục Tuyển sinh trên hcmut.edu.vn để biết về học bổng dựa trên thành tích hoặc liên hệ OISP qua admission@oisp.edu.vn để biết học bổng chương trình quốc tế.,0.0,0,0,0.005262503331403138,0.18844984802431614,0.5892469882965088,22.14086820000375,
OpenAI,Làm thế nào để xin học bổng tại HCMUT?,"Để xin học bổng tại HCMUT, bạn cần thực hiện các bước sau:

1. **Tìm hiểu thông tin**: Truy cập trang web chính thức của HCMUT để tìm hiểu về các loại học bổng có sẵn và điều kiện ứng tuyển.

2. **Chuẩn bị hồ sơ**: Chuẩn bị các tài liệu cần thiết như đơn xin học bổng, bảng điểm, thư giới thiệu, và các chứng chỉ liên quan.

3. **Nộp đơn**: Đăng nhập vào hệ thống thông tin của HCMUT để nộp đơn xin học bổng theo hướng dẫn.

4. **Theo dõi kết quả**: Kiểm tra thường xuyên thông báo từ trường về kết quả xét duyệt học bổng.

Nếu cần hỗ trợ thêm, bạn có thể liên hệ với bộ phận hỗ trợ qua email: support@hcmut.edu.vn hoặc số điện thoại (84-8) 38647256 - 5200.",Xem mục Tuyển sinh trên hcmut.edu.vn để biết về học bổng dựa trên thành tích hoặc liên hệ OISP qua admission@oisp.edu.vn để biết học bổng chương trình quốc tế.,0.0,0,0,0.007170822883691812,0.183206106870229,0.5855188965797424,6.351213900001312,
Grok,Dịch vụ hỗ trợ nghề nghiệp nào có sẵn tại HCMUT?,"Dịch vụ hỗ trợ nghề nghiệp tại HCMUT (qua trang SSC) bao gồm:

- **Sự kiện và hoạt động:** 
  - Ngày hội việc làm (Bách Khoa Career Fair).
  - Sàn thực tập và việc làm.
  - Hội thảo giao lưu doanh nghiệp & sinh viên.
  - Tham quan nhà máy.

- **Thông tin việc làm:**
  - Bản tin doanh nghiệp.
  - Bản tin tuyển dụng online.
  - Bản tin việc làm bán thời gian & thực tập.
  - Cơ hội việc làm tại Nhật Bản.

Bạn có thể truy cập các liên kết trên trang SSC (https://ssc.hcmut.edu.vn/) để tìm hiểu chi tiết. Nếu cần hỗ trợ, liên hệ: support@hcmut.edu.vn hoặc số điện thoại (84-8) 38647256 - 5200.","Trung tâm Hỗ trợ Sinh viên (SSC) cung cấp hội chợ việc làm, nền tảng thực tập và sự kiện kết nối doanh nghiệp tại Phòng 104B1, cơ sở Lý Thường Kiệt.",0.0,0,0,0.01764140094945265,0.2465753424657534,0.564335286617279,10.736180100000638,
DeepSeek,Dịch vụ hỗ trợ nghề nghiệp nào có sẵn tại HCMUT?,"Tại HCMUT, các dịch vụ hỗ trợ nghề nghiệp chính bao gồm:  
1. **Ngày hội việc làm (Bách khoa Career Fair)**  
2. **Sàn Thực tập và Việc làm**  
3. **Hội thảo giao lưu Doanh nghiệp & Sinh viên**  
4. **Bản tin tuyển dụng** (toàn thời gian, bán thời gian, thực tập).  

Bạn có thể truy cập chi tiết tại [trang SSC](https://ssc.hcmut.edu.vn/) hoặc liên hệ qua email **support@hcmut.edu.vn** nếu cần hỗ trợ thêm.","Trung tâm Hỗ trợ Sinh viên (SSC) cung cấp hội chợ việc làm, nền tảng thực tập và sự kiện kết nối doanh nghiệp tại Phòng 104B1, cơ sở Lý Thường Kiệt.",0.0,0,0,0.011587961754722289,0.2857142857142857,0.586683988571167,12.497587400001066,
OpenAI,Dịch vụ hỗ trợ nghề nghiệp nào có sẵn tại HCMUT?,"Tại HCMUT, bạn có thể tìm thấy nhiều dịch vụ hỗ trợ nghề nghiệp như:

1. **Ngày hội việc làm - Bách khoa Career Fair**: Cơ hội gặp gỡ nhà tuyển dụng.
2. **Sàn Thực tập và Việc làm**: Thông tin về thực tập và việc làm.
3. **Hội thảo - Giao lưu Doanh nghiệp & Sinh viên**: Kết nối với doanh nghiệp.
4. **Bản tin Tuyển dụng Online**: Cập nhật thông tin tuyển dụng.
5. **Cơ hội việc làm tại Nhật Bản**: Thông tin việc làm quốc tế.

Bạn có thể truy cập thêm thông tin chi tiết trên trang web của SSC HCMUT.","Trung tâm Hỗ trợ Sinh viên (SSC) cung cấp hội chợ việc làm, nền tảng thực tập và sự kiện kết nối doanh nghiệp tại Phòng 104B1, cơ sở Lý Thường Kiệt.",0.0,0,0,0.01694839602053262,0.33962264150943394,0.5655842423439026,4.005810199996631,
Grok,Làm thế nào để tìm cơ hội thực tập qua HCMUT?,"Để tìm cơ hội thực tập qua HCMUT (Đại học Bách khoa TP. Hồ Chí Minh), hãy làm theo các bước sau:

1. **Đăng nhập tài khoản HCMUT**: Truy cập trang [đăng nhập](https://hcmut.edu.vn/auth/cas?route=/user) và sử dụng tài khoản trường để truy cập các tài nguyên.

2. **Kiểm tra trang dành cho sinh viên**: Sau khi đăng nhập, hãy vào trang [SINH VIÊN](https://hcmut.edu.vn/student-page), nơi có thể có thông tin về cơ hội thực tập, việc làm hoặc các chương trình liên quan.

3. **Liên hệ hỗ trợ nếu cần**: Nếu không tìm thấy thông tin, hãy gửi email đến support@hcmut.edu.vn hoặc gọi số (84-8) 38647256 - 5200 để hỏi thêm.

Hãy đảm bảo đăng xuất sau khi sử dụng để bảo mật!","Liên hệ SSC qua ssc@hcmut.edu.vn hoặc truy cập nền tảng thực tập trên MyBK để tìm cơ hội, bao gồm thực tập tại TSMC.",0.0,0,0,0.016184741205280045,0.211864406779661,0.6136202216148376,13.91966919999686,
